meter_id,consumer_id,region,consumer_type,expected_monthly_kwh,actual_monthly_kwh,usage_ratio,night_usage_ratio,voltage_variance,billing_disputes_1y,is_theft_flag_ground_truth
MTR-000735,CUS-000735,Multan,Residential,258.4,313.7,1.214,0.31,2.17,0,0
MTR-002653,CUS-002653,Faisalabad,Commercial,400.1,336.3,0.84,0.309,2.57,0,0
MTR-001750,CUS-001750,Faisalabad,Residential,24.0,23.2,0.968,0.206,1.04,0,0
MTR-000058,CUS-000058,Multan,Residential,197.4,175.9,0.891,0.351,1.3,0,0
MTR-000631,CUS-000631,Islamabad,Residential,268.2,292.1,1.089,0.164,2.99,0,0
MTR-001181,CUS-001181,Peshawar,Residential,198.0,231.6,1.17,0.315,3.03,0,0
MTR-002203,CUS-002203,Rawalpindi,Residential,210.9,177.6,0.842,0.441,3.67,1,0
MTR-000592,CUS-000592,Karachi,Residential,178.7,177.3,0.992,0.354,3.42,1,0
MTR-001303,CUS-001303,Islamabad,Commercial,150.2,138.8,0.924,0.354,0.35,0,0
MTR-001387,CUS-001387,Peshawar,Residential,177.0,194.9,1.101,0.228,3.22,0,0
MTR-002615,CUS-002615,Karachi,Residential,145.4,152.5,1.049,0.442,1.97,0,0
MTR-002630,CUS-002630,Faisalabad,Residential,162.4,185.3,1.141,0.41,2.73,0,0
MTR-001845,CUS-001845,Lahore,Industrial,4144.9,3935.5,0.949,0.233,1.66,1,0
MTR-000939,CUS-000939,Islamabad,Residential,186.5,183.9,0.986,0.262,1.09,0,0
MTR-002788,CUS-002788,Peshawar,Commercial,1471.7,1541.3,1.047,0.4,1.72,0,0
MTR-001249,CUS-001249,Rawalpindi,Industrial,6288.6,6084.1,0.967,0.444,2.06,2,0
MTR-000904,CUS-000904,Islamabad,Residential,177.4,183.8,1.036,0.199,2.29,1,0
MTR-002543,CUS-002543,Islamabad,Residential,99.6,114.8,1.152,0.22,2.97,0,0
MTR-001279,CUS-001279,Karachi,Residential,176.5,221.7,1.256,0.288,0.96,0,0
MTR-002402,CUS-002402,Lahore,Residential,204.7,192.7,0.941,0.126,0.88,0,0
MTR-002959,CUS-002959,Karachi,Industrial,4469.1,5620.8,1.258,0.302,0.37,0,0
MTR-002126,CUS-002126,Karachi,Residential,282.7,265.7,0.94,0.395,1.78,2,0
MTR-002387,CUS-002387,Islamabad,Industrial,1985.4,2192.4,1.104,0.185,1.13,0,0
MTR-002042,CUS-002042,Karachi,Residential,277.7,261.2,0.941,0.31,1.67,0,0
MTR-001142,CUS-001142,Lahore,Residential,225.8,197.9,0.876,0.253,2.02,0,0
MTR-002381,CUS-002381,Islamabad,Residential,215.9,247.6,1.147,0.431,0.22,2,0
MTR-000706,CUS-000706,Lahore,Residential,163.4,162.4,0.994,0.254,1.44,0,0
MTR-002641,CUS-002641,Islamabad,Residential,218.7,252.4,1.154,0.422,2.36,0,0
MTR-001022,CUS-001022,Karachi,Industrial,7589.4,8274.3,1.09,0.252,2.07,0,0
MTR-000745,CUS-000745,Lahore,Commercial,1100.9,1155.2,1.049,0.362,1.63,0,0
MTR-001546,CUS-001546,Multan,Residential,102.8,109.6,1.066,0.32,1.96,0,0
MTR-002357,CUS-002357,Faisalabad,Residential,135.4,153.1,1.131,0.289,1.73,0,0
MTR-002046,CUS-002046,Faisalabad,Residential,148.2,164.7,1.111,0.237,1.0,2,0
MTR-000513,CUS-000513,Islamabad,Residential,80.4,34.2,0.426,0.852,5.9,2,1
MTR-000081,CUS-000081,Karachi,Residential,251.9,264.7,1.051,0.265,4.69,0,0
MTR-002661,CUS-002661,Multan,Residential,113.5,133.9,1.18,0.245,2.63,1,0
MTR-001308,CUS-001308,Multan,Residential,137.9,138.6,1.005,0.418,3.08,0,0
MTR-002495,CUS-002495,Multan,Residential,194.8,183.3,0.941,0.344,2.6,2,0
MTR-000914,CUS-000914,Islamabad,Industrial,547.8,235.3,0.43,0.611,6.25,2,1
MTR-001404,CUS-001404,Islamabad,Commercial,789.7,144.0,0.182,0.619,6.7,3,1
MTR-001647,CUS-001647,Rawalpindi,Residential,110.5,107.3,0.971,0.285,0.1,0,0
MTR-002760,CUS-002760,Faisalabad,Residential,262.7,274.1,1.043,0.28,1.16,0,0
MTR-001108,CUS-001108,Faisalabad,Residential,229.1,221.2,0.965,0.327,2.24,0,0
MTR-000150,CUS-000150,Islamabad,Commercial,1158.6,1321.8,1.141,0.351,2.21,0,0
MTR-002726,CUS-002726,Peshawar,Residential,158.7,161.6,1.018,0.298,2.13,1,0
MTR-000774,CUS-000774,Islamabad,Residential,147.5,172.8,1.171,0.237,0.88,1,0
MTR-000329,CUS-000329,Multan,Residential,154.2,179.9,1.167,0.361,1.44,0,0
MTR-000006,CUS-000006,Lahore,Commercial,497.7,492.4,0.989,0.303,2.25,0,0
MTR-000943,CUS-000943,Lahore,Residential,55.9,64.8,1.16,0.185,2.04,0,0
MTR-000822,CUS-000822,Faisalabad,Residential,163.8,157.2,0.959,0.129,2.78,0,0
MTR-000734,CUS-000734,Islamabad,Commercial,318.5,328.7,1.032,0.324,0.93,1,0
MTR-000909,CUS-000909,Karachi,Industrial,4459.0,4041.8,0.906,0.234,2.49,1,0
MTR-000468,CUS-000468,Lahore,Industrial,5022.5,5380.2,1.071,0.334,1.43,0,0
MTR-000181,CUS-000181,Lahore,Residential,272.7,282.6,1.036,0.238,1.64,1,0
MTR-000164,CUS-000164,Faisalabad,Residential,132.9,141.1,1.062,0.311,1.94,0,0
MTR-001523,CUS-001523,Multan,Industrial,4273.8,3576.3,0.837,0.27,0.27,0,0
MTR-000451,CUS-000451,Peshawar,Residential,198.2,150.9,0.761,0.44,2.13,1,0
MTR-000490,CUS-000490,Karachi,Residential,305.3,263.8,0.864,0.376,3.26,0,0
MTR-002004,CUS-002004,Lahore,Residential,76.6,81.2,1.06,0.408,0.78,0,0
MTR-001143,CUS-001143,Rawalpindi,Residential,250.5,270.7,1.081,0.302,3.86,1,0
MTR-001311,CUS-001311,Islamabad,Residential,113.8,129.2,1.136,0.366,1.35,0,0
MTR-002242,CUS-002242,Multan,Residential,112.7,107.2,0.951,0.307,2.59,0,0
MTR-001111,CUS-001111,Karachi,Residential,159.5,163.5,1.025,0.418,0.68,0,0
MTR-002854,CUS-002854,Islamabad,Residential,200.1,183.3,0.916,0.294,4.16,0,0
MTR-001977,CUS-001977,Faisalabad,Residential,111.4,129.7,1.164,0.188,0.94,0,0
MTR-001441,CUS-001441,Rawalpindi,Commercial,1756.1,1606.6,0.915,0.14,2.21,0,0
MTR-001889,CUS-001889,Islamabad,Residential,162.8,185.8,1.141,0.433,1.46,0,0
MTR-001006,CUS-001006,Lahore,Residential,213.0,206.6,0.97,0.338,1.95,0,0
MTR-001627,CUS-001627,Peshawar,Residential,166.7,198.2,1.189,0.344,2.11,1,0
MTR-001632,CUS-001632,Islamabad,Residential,104.0,106.3,1.022,0.419,1.67,0,0
MTR-001074,CUS-001074,Lahore,Commercial,1105.5,1126.9,1.019,0.168,1.32,0,0
MTR-000578,CUS-000578,Rawalpindi,Residential,169.6,154.3,0.91,0.271,1.95,0,0
MTR-002727,CUS-002727,Faisalabad,Commercial,622.1,197.5,0.317,0.556,4.31,1,1
MTR-002345,CUS-002345,Peshawar,Residential,58.1,65.0,1.119,0.359,2.32,1,0
MTR-002263,CUS-002263,Rawalpindi,Residential,202.5,214.9,1.061,0.245,2.48,1,0
MTR-002302,CUS-002302,Islamabad,Commercial,1056.7,1087.1,1.029,0.204,2.81,0,0
MTR-000327,CUS-000327,Rawalpindi,Residential,333.9,307.4,0.921,0.203,2.56,0,0
MTR-001790,CUS-001790,Peshawar,Residential,242.0,261.6,1.081,0.392,2.13,0,0
MTR-000442,CUS-000442,Lahore,Residential,186.1,184.6,0.992,0.241,1.74,1,0
MTR-001858,CUS-001858,Karachi,Residential,255.6,257.4,1.007,0.256,0.47,0,0
MTR-002170,CUS-002170,Lahore,Commercial,971.1,1074.9,1.107,0.351,2.16,1,0
MTR-002832,CUS-002832,Rawalpindi,Residential,185.5,191.8,1.034,0.244,3.09,0,0
MTR-000832,CUS-000832,Rawalpindi,Commercial,176.0,176.4,1.002,0.164,1.23,0,0
MTR-002374,CUS-002374,Faisalabad,Residential,15.0,17.6,1.172,0.173,1.33,0,0
MTR-002103,CUS-002103,Rawalpindi,Residential,149.2,134.5,0.902,0.295,3.31,0,0
MTR-001414,CUS-001414,Faisalabad,Residential,71.3,57.1,0.801,0.34,3.63,0,0
MTR-001201,CUS-001201,Karachi,Residential,200.2,181.1,0.904,0.284,1.17,0,0
MTR-002314,CUS-002314,Islamabad,Residential,118.1,120.3,1.018,0.334,4.55,1,0
MTR-001499,CUS-001499,Multan,Residential,195.0,211.3,1.083,0.171,2.42,0,0
MTR-002877,CUS-002877,Rawalpindi,Residential,166.5,151.6,0.911,0.176,2.92,0,0
MTR-000086,CUS-000086,Lahore,Commercial,1266.5,1826.9,1.442,0.48,1.65,1,0
MTR-001403,CUS-001403,Karachi,Commercial,704.3,719.7,1.022,0.399,2.26,0,0
MTR-002926,CUS-002926,Karachi,Commercial,1109.7,1129.9,1.018,0.362,2.43,0,0
MTR-001481,CUS-001481,Karachi,Residential,178.1,150.5,0.845,0.247,1.1,1,0
MTR-000777,CUS-000777,Peshawar,Residential,200.9,166.1,0.827,0.281,3.65,0,0
MTR-000799,CUS-000799,Islamabad,Residential,175.4,137.9,0.786,0.3,1.96,0,0
MTR-001666,CUS-001666,Faisalabad,Residential,339.2,395.0,1.165,0.405,1.5,2,0
MTR-000054,CUS-000054,Peshawar,Residential,194.4,222.7,1.145,0.332,0.84,0,0
MTR-002362,CUS-002362,Rawalpindi,Commercial,775.4,775.3,1.0,0.342,2.56,1,0
MTR-001287,CUS-001287,Islamabad,Residential,165.1,141.0,0.854,0.287,2.26,0,0
MTR-001667,CUS-001667,Karachi,Industrial,5769.2,5577.1,0.967,0.363,1.02,0,0
MTR-002586,CUS-002586,Multan,Residential,222.9,260.9,1.171,0.324,2.14,0,0
MTR-002154,CUS-002154,Lahore,Commercial,563.0,528.9,0.94,0.304,2.49,1,0
MTR-001701,CUS-001701,Faisalabad,Residential,206.4,184.1,0.892,0.241,1.61,0,0
MTR-001245,CUS-001245,Islamabad,Residential,74.4,71.0,0.954,0.291,2.37,0,0
MTR-000113,CUS-000113,Faisalabad,Residential,173.3,167.2,0.965,0.214,2.0,1,0
MTR-002806,CUS-002806,Faisalabad,Residential,142.6,155.2,1.089,0.297,1.78,0,0
MTR-000987,CUS-000987,Rawalpindi,Residential,228.5,168.0,0.735,0.307,1.04,1,0
MTR-000501,CUS-000501,Faisalabad,Residential,136.0,138.8,1.02,0.108,2.2,1,0
MTR-002891,CUS-002891,Peshawar,Residential,15.0,13.7,0.916,0.282,0.1,0,0
MTR-001009,CUS-001009,Islamabad,Residential,149.7,140.1,0.936,0.206,3.44,0,0
MTR-001198,CUS-001198,Lahore,Residential,156.9,171.1,1.091,0.34,3.19,0,0
MTR-001394,CUS-001394,Karachi,Residential,219.8,185.5,0.844,0.351,0.98,1,0
MTR-000589,CUS-000589,Karachi,Residential,244.4,249.7,1.022,0.266,0.56,0,0
MTR-000768,CUS-000768,Karachi,Residential,257.3,272.2,1.058,0.344,3.17,0,0
MTR-000017,CUS-000017,Karachi,Commercial,1728.8,1849.0,1.07,0.347,1.83,1,0
MTR-001042,CUS-001042,Peshawar,Residential,227.8,247.1,1.085,0.282,2.06,0,0
MTR-001447,CUS-001447,Lahore,Commercial,752.8,804.5,1.069,0.423,2.02,1,0
MTR-002463,CUS-002463,Islamabad,Residential,246.8,268.1,1.086,0.242,0.69,0,0
MTR-000285,CUS-000285,Lahore,Residential,231.2,206.8,0.894,0.418,2.79,0,0
MTR-002638,CUS-002638,Lahore,Residential,157.4,183.2,1.164,0.282,2.45,0,0
MTR-000428,CUS-000428,Faisalabad,Commercial,971.7,833.6,0.858,0.233,2.02,0,0
MTR-001328,CUS-001328,Rawalpindi,Residential,136.9,143.0,1.044,0.272,0.1,0,0
MTR-001948,CUS-001948,Faisalabad,Residential,245.5,225.4,0.918,0.212,2.5,0,0
MTR-000669,CUS-000669,Islamabad,Residential,271.4,215.5,0.794,0.363,2.38,0,0
MTR-000031,CUS-000031,Karachi,Commercial,396.0,368.9,0.932,0.172,1.91,0,0
MTR-001341,CUS-001341,Peshawar,Commercial,1411.2,1391.1,0.986,0.411,2.97,0,0
MTR-000722,CUS-000722,Peshawar,Residential,106.3,124.0,1.166,0.225,3.13,1,0
MTR-000951,CUS-000951,Lahore,Residential,109.1,132.9,1.218,0.367,2.34,1,0
MTR-001914,CUS-001914,Lahore,Residential,136.8,134.7,0.984,0.302,0.49,0,0
MTR-002293,CUS-002293,Rawalpindi,Residential,194.7,162.2,0.833,0.322,0.73,1,0
MTR-000214,CUS-000214,Rawalpindi,Commercial,726.2,612.4,0.843,0.253,1.3,0,0
MTR-000989,CUS-000989,Faisalabad,Residential,234.2,255.9,1.093,0.328,1.75,0,0
MTR-001164,CUS-001164,Rawalpindi,Residential,167.5,181.7,1.085,0.311,2.84,0,0
MTR-002792,CUS-002792,Multan,Residential,146.1,135.5,0.927,0.183,2.33,1,0
MTR-002005,CUS-002005,Faisalabad,Residential,194.4,167.0,0.859,0.223,1.83,1,0
MTR-000326,CUS-000326,Faisalabad,Residential,238.8,267.2,1.119,0.257,2.63,0,0
MTR-000560,CUS-000560,Lahore,Commercial,621.9,530.3,0.853,0.24,1.22,3,0
MTR-001383,CUS-001383,Rawalpindi,Industrial,1005.5,951.9,0.947,0.4,2.63,0,0
MTR-001724,CUS-001724,Islamabad,Residential,196.2,207.3,1.057,0.301,2.23,0,0
MTR-001086,CUS-001086,Lahore,Residential,207.1,157.4,0.76,0.238,2.52,0,0
MTR-002683,CUS-002683,Lahore,Commercial,1179.3,1314.2,1.114,0.261,2.85,0,0
MTR-000341,CUS-000341,Rawalpindi,Residential,194.6,250.2,1.286,0.26,1.95,0,0
MTR-001653,CUS-001653,Peshawar,Residential,204.7,207.5,1.014,0.277,0.1,1,0
MTR-000147,CUS-000147,Peshawar,Residential,127.7,127.2,0.996,0.214,1.34,0,0
MTR-002339,CUS-002339,Multan,Residential,184.1,185.1,1.005,0.235,2.78,1,0
MTR-002412,CUS-002412,Islamabad,Residential,124.5,127.9,1.027,0.361,1.44,0,0
MTR-001107,CUS-001107,Rawalpindi,Residential,158.0,144.2,0.912,0.315,1.34,0,0
MTR-000848,CUS-000848,Rawalpindi,Residential,158.4,137.0,0.865,0.288,2.06,0,0
MTR-000966,CUS-000966,Lahore,Residential,100.2,96.0,0.958,0.3,3.09,0,0
MTR-001072,CUS-001072,Multan,Residential,130.6,133.0,1.018,0.296,2.46,0,0
MTR-002464,CUS-002464,Lahore,Residential,135.5,119.3,0.88,0.283,3.74,0,0
MTR-001905,CUS-001905,Rawalpindi,Residential,267.9,224.6,0.838,0.341,2.4,0,0
MTR-000155,CUS-000155,Islamabad,Residential,105.0,99.5,0.947,0.335,2.36,0,0
MTR-000665,CUS-000665,Multan,Commercial,762.3,640.3,0.84,0.174,1.77,0,0
MTR-000661,CUS-000661,Multan,Residential,233.7,252.5,1.081,0.289,0.45,1,0
MTR-001002,CUS-001002,Peshawar,Residential,225.2,132.2,0.587,0.18,2.15,0,0
MTR-002341,CUS-002341,Rawalpindi,Residential,139.7,120.1,0.86,0.351,2.04,1,0
MTR-002516,CUS-002516,Peshawar,Residential,178.8,209.1,1.17,0.361,2.66,0,0
MTR-000176,CUS-000176,Rawalpindi,Industrial,3202.1,573.6,0.179,0.596,6.78,3,1
MTR-002654,CUS-002654,Peshawar,Residential,178.3,57.3,0.322,0.642,8.05,3,1
MTR-001879,CUS-001879,Multan,Residential,161.3,158.8,0.985,0.131,3.14,0,0
MTR-001524,CUS-001524,Karachi,Residential,81.9,75.7,0.925,0.378,1.74,0,0
MTR-002817,CUS-002817,Islamabad,Residential,254.0,287.4,1.131,0.357,2.84,0,0
MTR-001203,CUS-001203,Islamabad,Residential,215.7,200.9,0.931,0.392,3.29,0,0
MTR-000024,CUS-000024,Peshawar,Industrial,1972.0,1775.9,0.901,0.419,1.45,1,0
MTR-002810,CUS-002810,Islamabad,Residential,122.5,132.2,1.079,0.202,1.59,0,0
MTR-002809,CUS-002809,Lahore,Commercial,1158.9,890.4,0.768,0.371,1.23,0,0
MTR-002077,CUS-002077,Rawalpindi,Residential,150.6,145.4,0.966,0.418,0.64,0,0
MTR-002299,CUS-002299,Rawalpindi,Residential,194.6,182.5,0.938,0.18,3.84,0,0
MTR-000875,CUS-000875,Peshawar,Commercial,973.6,938.1,0.964,0.286,5.19,0,0
MTR-002899,CUS-002899,Faisalabad,Residential,168.9,159.0,0.941,0.271,2.21,1,0
MTR-000938,CUS-000938,Peshawar,Commercial,678.8,709.4,1.045,0.368,1.67,0,0
MTR-002697,CUS-002697,Rawalpindi,Residential,230.6,261.0,1.132,0.108,3.74,0,0
MTR-001552,CUS-001552,Faisalabad,Residential,112.1,118.3,1.055,0.445,2.6,0,0
MTR-000346,CUS-000346,Peshawar,Industrial,7780.1,7465.6,0.96,0.291,1.25,0,0
MTR-002507,CUS-002507,Peshawar,Residential,137.3,147.7,1.076,0.373,1.12,0,0
MTR-002971,CUS-002971,Islamabad,Commercial,563.5,614.1,1.09,0.295,2.82,0,0
MTR-002037,CUS-002037,Islamabad,Residential,197.2,77.8,0.394,0.802,7.27,2,1
MTR-001926,CUS-001926,Faisalabad,Residential,164.5,185.2,1.126,0.114,3.12,0,0
MTR-000385,CUS-000385,Multan,Residential,268.9,193.2,0.718,0.269,2.7,1,0
MTR-001829,CUS-001829,Karachi,Residential,227.3,70.8,0.311,0.717,3.64,2,1
MTR-002161,CUS-002161,Peshawar,Residential,152.6,158.2,1.037,0.323,1.23,1,0
MTR-002508,CUS-002508,Multan,Residential,100.1,82.3,0.822,0.169,1.12,0,0
MTR-002196,CUS-002196,Rawalpindi,Commercial,884.1,907.5,1.026,0.305,2.22,1,0
MTR-000243,CUS-000243,Karachi,Residential,278.8,309.4,1.11,0.235,1.88,1,0
MTR-002086,CUS-002086,Rawalpindi,Residential,201.6,196.2,0.973,0.228,1.54,0,0
MTR-001826,CUS-001826,Rawalpindi,Commercial,1130.6,1219.7,1.079,0.178,1.69,0,0
MTR-000936,CUS-000936,Islamabad,Industrial,2693.5,3024.1,1.123,0.349,2.67,0,0
MTR-001689,CUS-001689,Islamabad,Commercial,121.7,141.3,1.161,0.389,1.82,1,0
MTR-002580,CUS-002580,Multan,Residential,200.4,228.3,1.139,0.47,1.32,0,0
MTR-000312,CUS-000312,Faisalabad,Residential,183.1,213.1,1.164,0.182,0.69,0,0
MTR-001459,CUS-001459,Multan,Residential,235.2,221.1,0.94,0.361,1.1,0,0
MTR-002925,CUS-002925,Peshawar,Residential,173.2,165.1,0.953,0.367,3.07,0,0
MTR-002107,CUS-002107,Islamabad,Residential,86.1,60.5,0.703,0.254,1.33,0,0
MTR-001332,CUS-001332,Multan,Industrial,7804.6,6807.0,0.872,0.227,3.81,0,0
MTR-000968,CUS-000968,Lahore,Commercial,1294.1,1483.3,1.146,0.213,2.63,0,0
MTR-001454,CUS-001454,Karachi,Residential,255.8,237.2,0.927,0.258,1.18,0,0
MTR-000660,CUS-000660,Lahore,Commercial,836.9,876.8,1.048,0.316,1.39,0,0
MTR-001934,CUS-001934,Rawalpindi,Residential,222.4,228.8,1.029,0.409,0.1,1,0
MTR-000935,CUS-000935,Peshawar,Residential,272.7,313.3,1.149,0.388,1.56,0,0
MTR-000370,CUS-000370,Peshawar,Commercial,546.8,414.2,0.758,0.171,3.95,0,0
MTR-000566,CUS-000566,Multan,Commercial,1245.3,1298.0,1.042,0.237,3.63,1,0
MTR-001973,CUS-001973,Multan,Commercial,787.9,819.7,1.04,0.404,3.61,1,0
MTR-001854,CUS-001854,Islamabad,Residential,189.7,170.2,0.897,0.242,2.61,0,0
MTR-001024,CUS-001024,Islamabad,Residential,159.3,177.7,1.115,0.295,1.82,0,0
MTR-000824,CUS-000824,Faisalabad,Residential,301.6,251.0,0.832,0.164,2.1,0,0
MTR-000982,CUS-000982,Islamabad,Residential,146.4,165.1,1.128,0.392,2.54,0,0
MTR-002672,CUS-002672,Peshawar,Residential,202.2,149.9,0.741,0.147,1.98,0,0
MTR-002956,CUS-002956,Faisalabad,Industrial,3978.6,3546.6,0.891,0.169,1.21,0,0
MTR-001645,CUS-001645,Rawalpindi,Commercial,843.2,829.0,0.983,0.384,1.93,0,0
MTR-002582,CUS-002582,Lahore,Residential,150.9,154.8,1.026,0.454,0.65,0,0
MTR-002245,CUS-002245,Rawalpindi,Commercial,1279.5,992.7,0.776,0.277,2.59,1,0
MTR-002118,CUS-002118,Rawalpindi,Commercial,1473.5,1657.9,1.125,0.296,1.09,0,0
MTR-000813,CUS-000813,Islamabad,Residential,122.7,133.8,1.09,0.373,2.57,0,0
MTR-001792,CUS-001792,Multan,Residential,170.6,70.2,0.412,0.815,6.8,1,1
MTR-001430,CUS-001430,Faisalabad,Residential,138.7,150.4,1.084,0.27,1.83,0,0
MTR-000778,CUS-000778,Karachi,Industrial,5067.6,4619.8,0.912,0.261,2.27,0,0
MTR-001749,CUS-001749,Multan,Residential,223.3,87.2,0.391,0.72,5.06,2,1
MTR-001320,CUS-001320,Faisalabad,Residential,176.3,167.4,0.95,0.319,2.64,0,0
MTR-002399,CUS-002399,Peshawar,Residential,173.1,218.4,1.262,0.293,2.45,0,0
MTR-002871,CUS-002871,Faisalabad,Residential,325.1,327.0,1.006,0.265,1.58,1,0
MTR-001052,CUS-001052,Peshawar,Commercial,944.3,954.5,1.011,0.22,1.41,3,0
MTR-002321,CUS-002321,Faisalabad,Residential,247.9,288.9,1.166,0.228,1.34,0,0
MTR-001013,CUS-001013,Peshawar,Residential,56.3,48.4,0.86,0.349,1.2,0,0
MTR-001928,CUS-001928,Peshawar,Residential,290.4,309.2,1.065,0.371,4.1,1,0
MTR-001401,CUS-001401,Karachi,Residential,110.5,25.7,0.233,0.744,5.12,1,1
MTR-001822,CUS-001822,Karachi,Commercial,991.8,1105.7,1.115,0.265,3.09,2,0
MTR-002247,CUS-002247,Faisalabad,Industrial,6624.9,7302.5,1.102,0.232,2.16,0,0
MTR-002493,CUS-002493,Rawalpindi,Residential,202.9,201.5,0.993,0.375,1.64,0,0
MTR-002591,CUS-002591,Peshawar,Commercial,1351.6,1127.3,0.834,0.302,2.19,0,0
MTR-000126,CUS-000126,Faisalabad,Residential,82.3,76.7,0.932,0.329,2.25,2,0
MTR-002091,CUS-002091,Rawalpindi,Commercial,887.7,977.4,1.101,0.329,0.24,0,0
MTR-002134,CUS-002134,Lahore,Residential,369.0,451.1,1.223,0.275,1.92,0,0
MTR-000887,CUS-000887,Faisalabad,Residential,228.5,195.0,0.853,0.207,2.01,0,0
MTR-002456,CUS-002456,Islamabad,Residential,123.7,104.6,0.845,0.22,1.67,0,0
MTR-001347,CUS-001347,Lahore,Industrial,5355.4,4343.9,0.811,0.39,0.1,0,0
MTR-001007,CUS-001007,Lahore,Residential,140.4,127.5,0.908,0.242,1.67,2,0
MTR-000355,CUS-000355,Islamabad,Residential,226.2,251.9,1.114,0.267,3.61,0,0
MTR-001003,CUS-001003,Islamabad,Residential,188.0,217.7,1.158,0.209,2.55,0,0
MTR-001483,CUS-001483,Multan,Residential,150.3,112.8,0.751,0.203,0.95,1,0
MTR-000682,CUS-000682,Peshawar,Residential,211.9,181.3,0.855,0.238,2.89,0,0
MTR-000827,CUS-000827,Faisalabad,Residential,202.3,168.5,0.833,0.435,0.89,0,0
MTR-002850,CUS-002850,Karachi,Residential,138.4,124.0,0.896,0.353,2.27,0,0
MTR-002204,CUS-002204,Lahore,Residential,71.2,69.3,0.973,0.258,2.28,2,0
MTR-002691,CUS-002691,Karachi,Residential,85.9,81.8,0.952,0.387,1.63,1,0
MTR-000984,CUS-000984,Peshawar,Residential,167.9,178.3,1.062,0.288,3.04,0,0
MTR-001233,CUS-001233,Islamabad,Residential,179.8,138.2,0.769,0.408,2.75,0,0
MTR-002553,CUS-002553,Lahore,Commercial,1296.1,1215.1,0.938,0.477,1.22,0,0
MTR-001639,CUS-001639,Multan,Industrial,4095.2,4766.7,1.164,0.382,1.71,0,0
MTR-000140,CUS-000140,Peshawar,Residential,132.4,154.7,1.169,0.308,1.14,1,0
MTR-000217,CUS-000217,Peshawar,Commercial,1125.5,1350.3,1.2,0.356,1.43,0,0
MTR-002465,CUS-002465,Peshawar,Residential,188.4,197.3,1.047,0.301,2.65,0,0
MTR-000362,CUS-000362,Islamabad,Residential,15.0,13.8,0.921,0.153,1.99,0,0
MTR-002664,CUS-002664,Islamabad,Residential,129.3,132.0,1.021,0.248,3.03,0,0
MTR-000345,CUS-000345,Rawalpindi,Residential,64.4,83.9,1.303,0.224,0.42,0,0
MTR-002058,CUS-002058,Islamabad,Industrial,5040.3,4719.4,0.936,0.246,2.28,0,0
MTR-000022,CUS-000022,Lahore,Residential,197.4,240.8,1.22,0.443,2.83,2,0
MTR-000711,CUS-000711,Islamabad,Residential,266.1,188.3,0.708,0.39,2.1,1,0
MTR-002949,CUS-002949,Rawalpindi,Residential,239.4,255.8,1.069,0.335,0.64,1,0
MTR-000010,CUS-000010,Faisalabad,Residential,97.1,104.6,1.078,0.365,0.95,0,0
MTR-002416,CUS-002416,Faisalabad,Residential,162.6,169.9,1.045,0.149,2.91,0,0
MTR-001834,CUS-001834,Rawalpindi,Residential,138.0,46.8,0.339,0.589,5.46,2,1
MTR-000793,CUS-000793,Rawalpindi,Residential,90.4,96.1,1.063,0.375,1.22,0,0
MTR-002765,CUS-002765,Peshawar,Residential,185.1,197.8,1.068,0.121,1.66,0,0
MTR-000094,CUS-000094,Rawalpindi,Residential,55.6,53.4,0.96,0.361,1.75,0,0
MTR-000129,CUS-000129,Karachi,Residential,227.9,220.5,0.967,0.186,3.19,0,0
MTR-001900,CUS-001900,Karachi,Residential,282.4,236.3,0.837,0.142,0.25,0,0
MTR-002409,CUS-002409,Peshawar,Residential,163.2,177.5,1.088,0.406,2.58,0,0
MTR-001932,CUS-001932,Karachi,Residential,251.8,291.1,1.156,0.219,3.46,0,0
MTR-002669,CUS-002669,Karachi,Residential,149.2,180.4,1.209,0.243,2.95,0,0
MTR-001865,CUS-001865,Faisalabad,Residential,186.1,167.8,0.901,0.379,4.32,2,0
MTR-001658,CUS-001658,Karachi,Residential,152.2,120.7,0.793,0.276,1.54,1,0
MTR-000516,CUS-000516,Rawalpindi,Residential,112.7,117.8,1.045,0.286,2.89,2,0
MTR-001857,CUS-001857,Peshawar,Residential,169.2,145.7,0.861,0.284,1.91,0,0
MTR-001277,CUS-001277,Karachi,Residential,183.3,195.9,1.069,0.328,1.48,0,0
MTR-000950,CUS-000950,Faisalabad,Residential,56.8,41.8,0.735,0.282,0.1,0,0
MTR-001120,CUS-001120,Karachi,Residential,172.9,195.5,1.13,0.309,1.54,0,0
MTR-000419,CUS-000419,Islamabad,Residential,254.8,259.5,1.018,0.26,3.07,1,0
MTR-000922,CUS-000922,Peshawar,Residential,218.8,168.4,0.769,0.328,0.28,2,0
MTR-002728,CUS-002728,Islamabad,Residential,170.3,176.5,1.036,0.325,4.1,0,0
MTR-000477,CUS-000477,Lahore,Residential,204.9,207.2,1.011,0.452,2.41,0,0
MTR-002035,CUS-002035,Multan,Residential,166.5,176.9,1.063,0.269,0.89,0,0
MTR-002177,CUS-002177,Lahore,Residential,278.8,305.6,1.096,0.285,2.23,2,0
MTR-001692,CUS-001692,Karachi,Residential,307.2,218.1,0.71,0.319,2.69,0,0
MTR-002212,CUS-002212,Islamabad,Residential,160.0,151.0,0.943,0.377,1.51,0,0
